,6615,6703,6688,6613
6874,98.705757,240.124138,284.763007,116.648381
6030,111.360677,258.029858,306.784552,170.670092
6436,6.400613,146.980955,193.916436,26.364656
6346,89.879848,232.252272,280.105345,111.838358
6621,92.435632,238.632578,284.875419,111.620549
6565,18.73424,134.537972,182.84815,14.542734
6842,98.653638,240.248432,288.054939,120.440039
6268,91.224412,231.202735,278.462149,111.231269
6856,91.833513,231.57216,279.313297,111.355451
6444,183.858042,45.310136,127.111295,166.103078
6930,119.796961,259.945089,308.771634,141.430462
6857,84.821603,225.119519,272.256458,104.556767
6289,0.966898,144.517675,192.014635,24.425192
6783,7.196845,147.032578,194.43295,27.126215
6239,92.89595,232.029767,279.333289,112.256764
6541,102.294574,249.795327,291.900218,136.308603
6672,102.048913,240.519988,288.46334,120.999765
6474,1.838296,150.66928,197.235677,26.903002
6728,91.268968,232.372375,281.236992,112.445399
6213,86.508437,225.029687,273.397829,105.190991
6506,212.361906,69.40578,93.403118,193.338713
6391,73.011007,202.568578,247.772848,84.206572
7018,219.731556,143.191415,112.366838,201.36097
6754,154.118248,237.578571,320.046612,173.442361
6594,213.625102,73.821973,93.107779,196.904127
6413,85.377858,226.389187,273.242952,105.81812
6248,98.984952,241.963216,289.95592,122.981304
6489,188.478097,243.565163,290.469962,208.95097
6540,92.310644,231.131807,279.76728,111.088273
6809,94.129418,234.547124,281.955864,113.920033
6423,82.484023,219.979288,268.026082,100.106701
6956,109.371529,248.628701,297.088523,128.906331
7010,241.730654,68.759601,93.159222,221.184107
6998,188.484457,166.512213,186.202265,175.304189
6522,13.949272,149.326009,196.246447,28.780403
6701,206.923604,68.84214,91.709421,189.443095
6979,84.371855,224.854259,271.518312,104.138804
6774,64.432318,96.986628,145.186267,47.035502
6654,110.708101,250.029534,298.154313,130.574814
6838,88.009068,228.660827,275.936319,107.997045
6367,142.819551,1.65232,121.159557,125.878347
6229,67.989664,100.984648,138.978872,48.992552
6726,207.746605,69.184219,92.978319,189.688763
6845,121.754608,261.761147,310.080196,140.991029
6946,6.70483,222.417526,257.045942,26.410473
7044,93.342644,236.088637,285.960427,117.590871
6398,68.711023,151.287129,189.67283,52.623749
6232,183.868534,235.18037,270.909497,204.559643
6049,95.089059,237.843199,285.756316,117.815581
7046,103.334936,242.813381,290.613369,122.784238
7052,77.817906,115.69924,154.511677,56.752402
7051,100.449223,245.258741,293.651775,123.063365
6597,17.069056,133.730061,184.673702,10.746188
6556,90.099982,229.795965,277.450381,109.768301
6629,14.829489,129.823054,177.836975,10.030339
6713,85.524767,222.80236,266.656255,103.856723
6574,7.559922,150.017132,196.437596,37.759942
6345,206.905456,69.154351,91.766498,189.543668
6692,50.820114,150.852751,197.49937,34.57521
6837,111.945293,195.243325,277.338525,134.733769
7040,106.978366,242.473408,290.243069,122.658051
6670,77.616229,217.862912,277.573925,94.560552
6392,190.254831,249.895468,281.580635,214.57766
6396,91.280172,230.592324,279.160391,110.84273
6704,153.711538,9.158577,128.206293,136.529607
6718,227.482622,89.080397,111.798874,209.841114
6678,139.284191,235.629788,272.77382,151.000154
6644,6.610393,149.600087,195.541272,26.244344
6807,92.972319,232.612586,280.853724,112.850443
6101,63.23053,116.874387,145.589813,50.724636
6317,91.393624,231.154688,278.605902,110.713479
6461,112.206879,258.206023,300.412778,138.018636
6435,94.47551,235.935688,284.902769,115.201704
6661,80.761571,218.490197,266.509434,98.616603
7014,2.930106,154.713829,197.257672,29.486377
6386,203.06128,133.103099,13.271527,185.316698
6688,191.39091,121.68288,0.224737,174.629683
6379,9.077675,152.728581,200.578817,32.787718
6961,104.626978,246.668743,293.769456,125.663542
7035,83.839886,221.32793,269.251713,101.433111
6916,200.47249,144.216623,10.748376,183.095722
6496,107.385318,260.050892,302.620304,127.448807
6216,30.375107,131.266836,171.344029,22.158256
6426,103.861328,248.532145,293.831704,126.459393
6876,119.074171,259.130903,306.272289,139.018326
6775,64.724543,97.504307,145.238554,46.496504
6863,83.238089,219.921126,267.712863,99.213519
6295,108.321705,259.423815,303.70874,127.58118
6640,192.605128,47.347355,123.800901,174.677854
6671,81.534235,219.378759,266.900394,99.092427
6731,98.945441,239.439223,287.087913,118.981229
6722,108.956607,250.435339,298.344753,130.317928
6575,245.096647,160.273112,176.393136,272.769376
6603,109.832584,250.435742,297.791813,129.53668
7011,60.991664,93.509294,141.025581,43.243243
7049,89.389049,220.989314,257.435743,107.383772
6905,235.289315,96.170838,122.553549,221.939772
6935,230.268219,367.56052,416.638763,247.59283
6703,143.269768,0.207921,121.971617,126.134531
6830,76.260027,219.136586,267.549397,98.918647
6927,6.57833,146.319526,194.178765,26.303889
6053,241.035118,378.492607,426.407469,257.954703
6919,88.607131,229.133244,276.381223,108.635837
6749,109.56115,251.905304,299.827673,132.17883
6515,76.820285,214.101723,262.299129,94.33139
6430,89.602201,229.613825,277.846685,109.838878
6311,145.822733,289.411525,336.203414,166.961475
6086,163.975072,245.962608,328.949992,181.972336
6839,163.960569,246.24481,329.791971,185.665023
6934,59.579931,88.11745,149.812015,47.041927
6358,,375.332756,420.113692,257.866668
